,ID,Title,url_ima,Price,ori_price,rating,num_reviews,Country,sellerID,sellerName,brand_id,brand_name,num_sold
10,2420409263,"Áo thun CỔ TRÒN nam nữ màu Trắng kiểu trơn tay ngắn, vải Cotton dày co dãn 4 chiều không ra Màu",https://vn-live-01.slatic.net/p/7f62990da375b3bfc08faa7630d1c4b6.jpg,29000.0,100000.0,4.935897435897436,78.0,Hồ Chí Minh,200174055114,ẤN TƯỢNG FASHION,6716,Ấn Tượng,521
11,224916636,Áo thun nam in chữ I love VietNam,https://vn-live-01.slatic.net/original/2800db8bc4270569e5cfe12483edffab.jpg,24900.0,29000.0,5.0,8.0,Đồng Nai,100008568,DEAL GIÁ SỐC,18094,OEM,125
12,254832834,[HCM]ÁO THUN NAM CỔ BẺ TAY NGẮN 5 MÀU ĐƠN GIÃN SANG TRỌNG DỄ MẶC VỚI NHIỀU TRANG PHỤC 01,https://vn-live-01.slatic.net/p/66d0bff0c7875b58eb83bd16f768072e.jpg,68611.0,140000.0,4.849974827991273,5959.0,Hồ Chí Minh,100016952,Win 69,65074,No Brand,30700
13,1257785413,Áo Thun Nam CỔ TRÒN Cao Cấp ( nhiều màu) Tay Ngắn chất cotton bề mặt vải mềm Mịn cực hot,https://vn-live-01.slatic.net/p/e8c4b32806720365a083ff0aaea628ae.jpg,46000.0,99000.0,4.912593206296603,4828.0,Hồ Chí Minh,200166615025,PAZZIN STORE,65074,No Brand,26800
14,2629968216,Áo thun nam cổ tròn chất vải cotton co giãn 4 chiều mềm mịn thoáng mát,https://vn-live-01.slatic.net/p/711367493b9e0ce0e54a47ec6d729d07.png,27935.0,90000.0,5.0,169.0,Hồ Chí Minh,200662880249,KENB CLOSET,65074,No Brand,428
15,1675643914,[HCM]Áo Thun Nam Trơn Chất Liệu Cotton Thoáng Mát (1 ÁO) Thấm Hút Tốt Form dáng chuẩn tôn dáng người mặc - Màu Ngẫu Nhiên VBM01,https://vn-live-01.slatic.net/p/895608b0d1fc6de11fb10fb545dca25b.jpg,9700.0,20000.0,5.0,7.0,Hồ Chí Minh,200173590409,The HiSON92,65074,No Brand,42
16,2208713886,"áo thun logo 1992 fom thụng chất cotton siêu mềm ,Form áo unisex nam nữ đều mặc được.ln",https://vn-live-01.slatic.net/p/093d2adb57da4033d3016173491c9dbb.jpg,51000.0,119000.0,4.74828060522696,727.0,Hà Nội,200251725440,thời trang hotrend,65074,No Brand,2700
17,1569310402,Áo Thun Nam tay ngắn cổ tròn unisex from rộng in hình phong cách Hàn Quốc vải dày mịn độc đáo mới lạ,https://vn-live-01.slatic.net/p/b29db09475e67a8c52be4b968de11706.jpg,24900.0,24900.0,4.866666666666666,30.0,Đồng Nai,1000294521,Ao thun N A sỉ giá lẻ,65074,No Brand,106
18,2280617994,"(Video+ảnh) Áo thun nam ngắn tay cổ tròn vân nổi, chất thun xốp xu hướng thời trang hè Hot 2023",https://vn-live-01.slatic.net/p/cb1becf44bf43e72a9a7605f69c82974.jpg,79000.0,169000.0,5.0,23.0,Hồ Chí Minh,200185179318,KT-FRIENDLY,65074,No Brand,62
19,1336512065,[HCM] Áo Thun Nam Tay Ngắn Cổ Tròn Phối Màu Mẫu Mới Rất Đẹp Được Yêu Thích Nhất Hot Trend 05,https://vn-live-01.slatic.net/p/ffaf473c31dccb4ed10c90eea9db88b0.jpg,56452.0,120000.0,4.898843930635838,346.0,Hồ Chí Minh,100016952,Win 69,65074,No Brand,1200
20,2543664928,Áo phông nam nữ 2 khoá zip cổ phối chữ A da trước ngực cổ bo dày dặn đẹp. Áo thun nam nữ Unisex form rộng.hn,https://vn-live-01.slatic.net/p/3583bf1d79815aa4a5c801661d2a852e.jpg,48583.0,98000.0,4.892307692307693,195.0,Hà Nội,200311552050,Chuyên sỉ lẻ _thời trang hottrend,65074,No Brand,552
21,2493489081,Áo phông nam nữ T.o.mm.y Chữ Ký  in vạch sọc đen trắng đỏ chữ kí quanh áo. Áo Thun T.o.my Unisex Phiên Bản Mới.,https://vn-live-01.slatic.net/p/a998f792e6bce9ddfdf42d30a021c5cc.jpg,48583.0,105000.0,4.764150943396227,106.0,Hà Nội,200311552050,Chuyên sỉ lẻ _thời trang hottrend,65074,No Brand,410
22,1826127113,Áo thun nam thể thao chất vải thun lạnh tập gym cổ tròn ngắn tay co giãn chuẩn form nhiều màu - ATT01,https://vn-live-01.slatic.net/p/7e4c6e7458a9a9aca16f3fba7507b00d.jpg,27935.0,55555.0,4.8828125,1152.0,Hồ Chí Minh,200180442030,The DEME Store,18094,OEM,5600
23,2616150079,"[ rẻ và đẹp] áo thun nam nữ,logo cổ tia sét,hình in cực nét,chất cotton,from thụng,hhn.",https://vn-live-01.slatic.net/p/60ec50d49f0e764a95871bc56c191c55.jpg,48583.0,99000.0,4.826086956521739,23.0,Hà Nội,200311552050,Chuyên sỉ lẻ _thời trang hottrend,65074,No Brand,59
24,2398354242,Scott Platon Áo thun Chúng Mình Bên Nhau - Chất liệu cotton dày dặn đứng form,https://vn-live-01.slatic.net/p/c42b3d6cff2bc17c358d02296159a7f8.jpg,69200.0,160000.0,4.944162436548224,197.0,Hồ Chí Minh,200226561348,Scott Platon,65074,No Brand,970
25,2085733010,Scott Platon Áo thun đội quân bé mập - Chất liệu cotton dày dặn đứng form,https://vn-live-01.slatic.net/p/7f2bdfec17e4047e6a90a03e05c3be08.jpg,80000.0,160000.0,4.948148148148148,135.0,Hồ Chí Minh,200226561348,Scott Platon,18094,OEM,1000
26,2195198326,Áo thun nam cổ tròn tay ngắn vải cotton co dãn 4 chiều phối loang in họa tiết form đẹp mẫu mới cao cấp - NEWSTYLE,https://vn-live-01.slatic.net/p/2696535b517bf674f3dc2090eddc7826.jpg,39000.0,89000.0,5.0,12.0,Hồ Chí Minh,200161920611,NEW STYLE_FASHION,65074,No Brand,53
27,2495760762,Áo Thun Cổ Tròn Thiết Kế Tay Ngắn Chất  Vải Mềm Mịn Thoải Mái CB02A,https://vn-live-01.slatic.net/p/e069f736f851070bd7eae31c2efaade0.jpg,99000.0,198000.0,4.9615795090715045,937.0,Hồ Chí Minh,200166615025,PAZZIN STORE,65074,No Brand,2300
28,2259206860,[Hoàn Tiền 15%] Áo thun nam cổ tròn THÁI KHANG vải thun lạnh co dãn 4 chiều siêu mát ATRON12,https://vn-live-01.slatic.net/p/c19610fb89dbaa955dd10680737229ff.png,68400.0,148200.0,4.915492957746479,142.0,Hồ Chí Minh,100068334,XUONG MAY NHA PHUONG,124236439,Thái Khang,349
29,1478694884,áo thun nam nữ in chữ 2 mặt -có size 100 kí -chất đẹp -giá sĩ,https://vn-live-01.slatic.net/p/38c989bb730862927916ec6922d47c0c.jpg,59631.0,95000.0,4.84991568296796,1186.0,Hồ Chí Minh,200167707784,XƯỞNG ÁO THUN ANH NGA CHUYÊN SĨ,65074,No Brand,5100
30,2290450369,áo thun nam nữ từ 10kg đến 90kg Phong Cách Trung Quốc Chữ Cái Thời Trang Nam Ngắn Tay In Hình 12 Con Giáp Áo Phông,https://vn-live-01.slatic.net/p/d62b9ad2204816a77fcc9a17e9648aa6.jpg,28000.0,28000.0,4.722222222222222,18.0,Hồ Chí Minh,1000094342,SHOP PHONG CÁCH MỚI  VONESA,65074,No Brand,80
31,1936447011,Áo Thun Nam Cổ tròn vải Cotton co dãn 4 chiều dày dặn phông trơn basic tay ngắn nhiều màu-ACT217,https://vn-live-01.slatic.net/p/907b306d2c83d4d7bea60c3f110a7337.jpg,45000.0,99000.0,4.796610169491525,60.0,Hồ Chí Minh,1000017011,SHOPTRUCQUYNH,18094,OEM,257
32,775506804,ÁO THUN NAM NỮ UNISEX PHOM FORM RỘNG TAY LỠ KÌ LÂN CAO CẤP NHẬT BẢN THOÁNG MÁT VẢI DÀY MIN 2023 - PARIS FASHION,https://vn-live-01.slatic.net/p/ec2791577cb59d606f45117bc6d3fbbd.jpg,16000.0,30000.0,4.494791666666667,192.0,Hồ Chí Minh,1000050225,PARIS.SHOP,65074,No Brand,749
33,1669059942,[Hoàn Tiền 15%] Áo thun unisex tay lỡ nam nữ form rộng họa tiết Ulzzang mặt cười trắng đen 2022T3475,https://vn-live-01.slatic.net/p/1290036d2a07c2b09063869fd5373f4e.png,24900.0,29000.0,4.80083857442348,477.0,Đồng Nai,100195364,Teeworld - Thế Giới Áo Thun,65074,No Brand,2400
34,1357537247,Mua 3 áo miễn ship-Áo thun nam Hàn Quốc form rộng in hình Chữ ALWAYS FREE độc đẹp vải dày mịn mát,https://vn-live-01.slatic.net/p/d4792e1acf3979df1b0629ced336d39e.png,18000.0,19000.0,4.111111111111111,9.0,Hồ Chí Minh,200167728150,Tifany,65074,No Brand,60
35,1592656231,[HCM]COMBO 3 ÁO THUN NAM 100K/3 CÁI (CÓ SAI ĐẠI) 100K/3 CÁI,https://vn-live-01.slatic.net/p/9df47990eb03762f3310cec745f770b3.jpg,32700.0,50000.0,4.5,8.0,Hồ Chí Minh,200167743135,Shop Phat Loc20,65074,No Brand,47
36,2050193155,"Áo Thun Tay Lỡ Unisex FIGHT FOR YOUR RIGHT Bunny Storee, Áo Phông Nam Nữ Form Rộng",https://vn-live-01.slatic.net/p/23b5b59c04e3d133eaf1f5300b7729af.png,50000.0,85900.0,4.625,8.0,Hồ Chí Minh,200184429311,Bunny Storee,65074,No Brand,42
37,1588116943,Áo thun unisex from rộng tay lỡ nam nữ chill out cá tính vải dày mịn,https://vn-live-01.slatic.net/p/6622ef2b4f69c367f30dab9a4aa697ff.jpg,24900.0,39900.0,4.917293233082707,266.0,Đồng Nai,1000294521,Ao thun N A sỉ giá lẻ,65074,No Brand,1200
38,1838812603,Áo Thun Lụa Bóng Tay Ngắn Áo Thun Nam Mùa Hè Loại Mỏng Áo Thun Tay LửNg Thoáng Khí Nhanh Khô Cổ Tròn Dễ Phối Rộng Rãi,https://filebroker-cdn.lazada.vn/kf/S148561c55b644c229d0555d1776762e0N.jpg,24320.0,501000.0,4.833333333333333,12.0,China,100174125,Lazada Global,65074,No Brand,40
39,1848813727,Áo Phông Nam Trơn Cổ Tròn ATINO Chất Liệu Vải CVC Thoáng Mát Ít Nhăn Form Fitted AP8.2015,https://vn-live-01.slatic.net/p/1d437d9c1c6a392d6b8147f1ec2eb54e.jpg,69000.0,150000.0,4.823308270676692,266.0,Hà Nội,200168148258,ATINO Store VN,123886413,Atino,1000
40,2508365621,Thời trang giải trí ngắn tay áo mùa hè mỏng slim vòng cổ áo sơ mi màu sắc tốc độ khô quần áo áo trắng đen áo sơ mi,https://vn-live-01.slatic.net/p/fb56cef2983753529ce0624fa1fbd042.jpg,27200.0,35400.0,4.894650205761317,3645.0,Long An,200559456014,AChoice-KLS2023,65074,No Brand,10500
41,2186682931,Bộ Đồ Nam Mùa Hè Áo Thun Tay Lỡ Unisex Quần Short Kẻ 3 Sọc Ngang Thời Trang Yodi QA NAM 133,https://vn-live-01.slatic.net/p/dfa171ae5c731a8604a6da1b630e545d.jpg,55000.0,142200.0,4.643642072213501,1911.0,Hà Nội,100219242,Yodi Store,18094,OEM,6700
42,1819252368,Đồ bộ thể thao nam mẫu in logo thời trang hiện đại Phong cách Hàn Quốc Slim Fit mặc nhà đi chơi đều đẹp,https://sg-live-01.slatic.net/p/7af52285c190861aa6fd11e356f06249.jpg,25000.0,109000.0,4.73978494623656,465.0,Hồ Chí Minh,1000163779,thanhtranrt55,65074,No Brand,2100
43,2357229496,Bộ Đồ Nam Mùa Hè Áo Thun Tay Lỡ Cổ Tròn Phối Quần Short Thể Thao Họa Tiết Chữ Caro Thời Trang Yodi TOP 277 + SHORT 058,https://vn-live-01.slatic.net/p/17200a4e840d27c13f8ef41e13edf0a7.jpg,55000.0,142000.0,4.766192733017378,1266.0,Hà Nội,100219242,Yodi Store,18094,OEM,3700
44,2657109009,Áo Thun Thiết Kế Chất Thun Lạnh In 3D Cổ Tròn Và PoLo Phối Họa Tiết Nhiều Màu Size từ 40-100Kg Mặc Nhà Cặp Nhóm - Đỗ Thiện Unisex TTMT,https://vn-live-01.slatic.net/p/383def29e348f9f079f5f7445cb68fc5.png,32462.0,139000.0,4.805405405405406,555.0,Hồ Chí Minh,200230881953,Đỗ Thiện Unisex,65074,No Brand,2600
45,2625692216,SUPEEON丨Nam mùa hè Áo phông ngắn tay lỏng cổ tròn sáng tạo ngắn tay in họa tiết thường đa năng hàng đầu,https://sg-test-11.slatic.net/p/4bea0bb46e2c9fa53a1672e315edbdd7.jpg,59166.0,124800.0,4.878571428571429,171.0,China,1000142820,SUPEEON Shopping Mall,115655,SUPEEON,264
46,2362621425,LIVE GREAT  Freeship 0Đ mọi nơi | áo thun  áo thun nam  áo thun nam  áo thun nam kiểu mới    Áo ngắn tay in hình Áo phông nam linh hoạt Nửa tay áo vừa rộng crewneck Top Monogram in áo thun nam,https://my-live-02.slatic.net/p/0e353be87877322d4cbd0529efb1cfe9.jpg,59685.0,144000.0,4.944687045123726,687.0,China,100024581,LIVE GREAT,124064203,LIVE GREAT,1100
47,1685149604,⚡Miễn Phí Vận Chuyển⚡WOMA Áo Thun Nam Mới Quần Áo Thường Ngày Ôm Sát Xu Hướng Hàn Quốc Ngắn Tay Cổ Tròn Mùa Hè,https://my-live-02.slatic.net/p/f66788e49a5165b3e4d148734b1ad4ea.jpg,55000.0,123000.0,4.87809187279152,666.0,China,200164338820,Magic world,122673,WOMA,763
48,2717980902,"Áo thun nam cổ tròn tay ngắn in nổi DSQ , chất vải cotton co giãn chuẩn phom phong cách trẻ trung năng động",https://vn-live-01.slatic.net/p/69886533598e97febba751dc58d7de1a.jpg,7816.0,59000.0,5.0,9.0,Hồ Chí Minh,200198424546,HV STORE -Cửa hàng thời trang nam,65074,No Brand,28
49,1973827966,Áo thun polo nam in logo trẻ trung và sang trọng,https://vn-live-01.slatic.net/p/719b894df2335169b2561b185013881a.jpg,70000.0,119000.0,4.7875,480.0,Hồ Chí Minh,200161347063,Diorgino,65074,No Brand,1900
50,276994224,[ 6 MÀU ] ÁO THUN NAM VẢI CÁ SẤU POLY DÀY MƯỢT MÁT ÁO POLO TAY NGẮN CỔ PHỐI MÀU BASIC 01,https://vn-live-01.slatic.net/p/8e2ef88db50576b1a2660ef864dd9315.jpg,68805.0,140000.0,4.850146914789423,1020.0,Hồ Chí Minh,100016952,Win 69,65074,No Brand,4900
51,2423644299,TOP 10 MÀU ÁO ĐƯỢC YÊU THÍCH NHẤT HIỆN NAY ÁO THUN NAM POLY TAY NGẮN CỔ BẺ 1006,https://vn-live-01.slatic.net/p/458884502ccc3f41eb057d9ffd19a93c.jpg,71000.0,135000.0,4.909090909090909,11.0,Hồ Chí Minh,100016952,Win 69,65074,No Brand,37
52,1275753227,ÁO THUN NAM HAHAMAN CỔ TRÒN NGẮN TAY CAO CẤP IN LOGO ATCT0085,https://vn-live-01.slatic.net/p/a9d9ceb7bd03807267147e8793c0a2aa.jpg,45000.0,150000.0,4.862068965517241,58.0,Hồ Chí Minh,100017556,HAHAMAN,123477018,HAHAMAN,163
53,1921141576,Áo thun nam cổ tròn tay ngắn phối họa tiết siêu đẹp chất vải cotton thoáng mát phong cách trẻ trung cá tính mẫu mới DV-FASHION,https://vn-live-01.slatic.net/p/9660fcc8b59510db87a59e7fde72e006.jpg,39000.0,79000.0,4.716981132075472,53.0,Hồ Chí Minh,200168061361,DV-Fashion,65074,No Brand,197
54,2406430285,Áo Phông Nam Tay Ngắn Nam Tay Lửng Cỡ Siêu Lớn Chữ Cái Lập Thể Vải Waffle Mùa Hè Xả Kho Hàng Xuất Khẩu,https://filebroker-cdn.lazada.vn/kf/S0bde2ce8b3d44c67aceca37c2e37df61F.jpg,63840.0,413000.0,4.5,8.0,Hồ Chí Minh,100174125,Lazada Global,65074,No Brand,22
55,1244224253,Áo thun nam trung niên Thái Khang loại áo polo cho bố vải cotton tự dệt form classic ATHUN16,https://vn-live-01.slatic.net/p/756b98e14bbc5e9cfa02f00e3bbbc20a.png,98802.0,253141.0,4.880301602262017,1061.0,Hồ Chí Minh,100068334,XUONG MAY NHA PHUONG,124236439,Thái Khang,4700
56,1620860855,Áo thun Nam – Áo thun tay dài Giữ nhiệt thể thao cao cấp – Chuẩn gym mặc nhà dạo phố - Nhiều màu - Thun lạnh thoáng mát M031 XM,https://vn-live-01.slatic.net/p/56d75aa8864df291876244f84a2fd4a0.jpg,34000.0,98000.0,4.889502762430939,362.0,Hồ Chí Minh,100125908,Bossman,65074,No Brand,2100
57,2666843691,ÁO THUN CÁ SẤU CAO CẤP NAM NỮ CỔ CAM HOA SEN NHIỀU MÀU - TOKYO FASHION,https://vn-live-01.slatic.net/p/6fba9b4714b75a5322065994bdad2587.jpg,33000.0,70000.0,4.941176470588236,17.0,Hồ Chí Minh,1000116822,tokyo.shop,18094,OEM,81
58,2296966307,Áo Thun Nam In Logo NY New York Phong Cách Đơn Giản Có Size Lớn 100Kg - Áo Phông Nam Nữ Form Vừa Người AothunHT,https://vn-live-01.slatic.net/p/556e93383338ced8b74230e252432d42.jpg,49000.0,85000.0,4.891891891891892,74.0,Hồ Chí Minh,200159109269,AothunHT,65074,No Brand,260
59,2195639903,Áo thun nam tay ngắn cổ tròn phối logo cực đẹp vải cotton co dãn 4 chiều form chuẩn 2 màu cao cấp mẫu mới - NEWSTYLE,https://vn-live-01.slatic.net/p/42e55478bf099d30c24d37d92cdba1bd.jpg,39000.0,89000.0,4.634615384615385,52.0,Hồ Chí Minh,200161920611,NEW STYLE_FASHION,65074,No Brand,222
60,822226902,[HCM]Áo thun nam tay ngắn 4 màu cao cấp mẫu mới đẹp đơn giãn sang trọng 08,https://vn-live-01.slatic.net/p/bac5cf5c2bd3bce416cabce4aad47387.jpg,73809.0,130000.0,4.837689133425035,727.0,Hồ Chí Minh,100202513,NewFashion,65074,No Brand,3400
61,901722957,Áo thể thao nam chất thun lạnh ngắn tay đẹp cổ tròn cao cấp dập vân,https://vn-live-01.slatic.net/p/bb45cb0199acea0ecb736171bca012be.jpg,27094.0,55000.0,4.8619000979431926,3063.0,Hồ Chí Minh,100211135,Vương Nam Online,65074,No Brand,25100
62,245268289,[MẪU HOT 2022}]áo thun nam nữ tay lỡ form rộng 100% cotton áo tay lỡ phông rộng unisex GKKRT,https://vn-live-01.slatic.net/p/545462bf9a2cce77e3f79fb39e86d447.jpg,44100.0,98000.0,4.642602495543672,1122.0,Hồ Chí Minh,100188620,BX2 Brand,65074,No Brand,5400
63,1244320876,Áo thun nam tay ngắn trung niên vải cotton dày mềm mát loại áo thun nam có cổ có túi Vitin ATHUN16,https://vn-live-01.slatic.net/p/1d552f34f42693aae3a8aeb1dd1080a8.jpg,98802.0,253141.0,4.906403940886699,203.0,Hồ Chí Minh,100105147,thaikhang.classic,18094,OEM,946
64,806882244,[HCM]Áo Thun Nam TAY DÀI CHỐNG NẮNG CHẤT MÈ LẠNH Gugostar G349 Co Giãn 4 Chiều,https://vn-live-01.slatic.net/p/76387c0cdbcb397a972a478407c1f550.jpg,99000.0,138000.0,4.897637795275591,889.0,Hồ Chí Minh,100231812,GUGOSTAR,65074,No Brand,3900
65,2716342205,Áo thun DONUT SUNPO CHOCOLA  dáng rộng mùa hè 2024,https://vn-live-01.slatic.net/p/43b891a7180fe1dc5855b2cffb0d9d93.png,45900.0,61000.0,5.0,4.0,Long An,200565920585,Xù shop 92.Selection,65074,No Brand,17
66,708240557,Áo thun nam trụ xốp cao cấp dập vân nổi dày đẹp chất lượng như hình,https://vn-live-01.slatic.net/p/1061e70088ace5e60df8ac7ac2113819.jpg,99000.0,179000.0,5.0,7.0,Hồ Chí Minh,1000167347,KAPA_FASHION,65074,No Brand,18
67,2012037128,"[CÓ VIDEO]Áo thun tay ngắn cổ tròn nam nữ loang màu trẻ trung, chất vải cotton co dãn 4 chiều hàng xuất xưởng cao cấp mẫu mới ƞhất BEES FASHION",https://filebroker-cdn.lazada.vn/kf/S969dd7988de94de4acd0d2c0b091b883w.jpg,89000.0,125000.0,4.804878048780488,163.0,Hồ Chí Minh,200178558674,BEE-FASHION Cửa Hàng Thời Trang,65074,No Brand,641
68,2501639656,(M-8XL) Trung Quốc-chic Áo thun tay ngắn nam mùa hè nhãn hiệu thời trang thời trang rộng thùng thình Ins tay lỡ áo phông nam nam giới quần áo mùa hè,https://my-live-01.slatic.net/p/171d4ef103efec2fcc05f4e6719b9c0a.jpg,85000.0,123000.0,4.723404255319149,55.0,China,200174568218,N.S.apparel,65074,No Brand,135
69,1332728826,Áo Thun Nam Áo Thể Thao Nam Vân Chữ V Thun Lạnh Co Giãn 4 Chiều,https://vn-live-01.slatic.net/p/mdc/806f253b1943f9c54ae608ecd1c0ab14.jpg,46550.0,89000.0,4.917721518987341,316.0,Hồ Chí Minh,200161347063,Diorgino,65074,No Brand,2400
70,2367454442,"Áo thun bigsize nam nữ đủ size từ S - 7XL &lt; 145 kg có hình các loại unisex nam nữ dễ mặc, nhẹ, mát, áo hoạt hình",https://vn-live-01.slatic.net/p/d9729454911810685449d23ce80f56ba.png,67000.0,189000.0,4.949748743718593,199.0,Hồ Chí Minh,200193732118,Áo Thun Nam - Đồ Bộ CYOS,65074,No Brand,599
71,2296916541,Áo Thun Messi In Logo M10 Có 2 Màu Trắng Đen Có Size Lớn Big Size - Áo Phông Nam Nữ Vải Mềm Mại Mặc Thoải Mái AothunHT,https://vn-live-01.slatic.net/p/a8808a7e79038fa59dbd33035dbf4013.jpg,49000.0,89000.0,4.928571428571429,56.0,Hồ Chí Minh,200159109269,AothunHT,65074,No Brand,163
72,743296272,[HCM]ÁO THUN NAM NỮ REASONSS HÌNH HỌC IN 3D PHẢN QUANG HOT TREND PINK SHOP,https://vn-live-01.slatic.net/p/d104bec4f907fd19093f1eb72ab71181.jpg,29000.0,75000.0,4.653846153846154,26.0,Hồ Chí Minh,1000246099,Pink.Shop,65074,No Brand,138
73,489196027,Áo Thun Nam Trơn Trắng Đen Tay Ngắn - Áo Phông Nam Nữ Unisex Có Size Lớn Big Size 100kg 5XL - AothunHT,https://vn-live-01.slatic.net/p/a0e80abec6e794f0155b6194196a1e92.jpg,39000.0,60000.0,4.925133689839572,187.0,Hồ Chí Minh,200159109269,AothunHT,65074,No Brand,1200
74,1038838857,[HCM]40-105kg áo thun nam nữ bigsize thời trang unisex,https://vn-live-01.slatic.net/p/6181f6481d15358aeda761b265d88569.jpg,63859.0,110000.0,4.8293299620733245,790.0,Hồ Chí Minh,200160894565,Soi_Store Bigsize Clothing,142385,Sói Store,4800
75,2618536202,"Áo thun nam - áo phông nam nữ mặc nhóm cực đẹp mẫu "" Cuộc sống cô đơn "" mẫu hoot trend",https://vn-live-01.slatic.net/p/43a6d6bff56d2ff78493c1e4c8465eb3.jpg,49000.0,98000.0,4.5,8.0,Hồ Chí Minh,1000033065,H & V Store,65074,No Brand,26
76,2594014029,Áo thun cotton nam S - 5XL chất lượng cao in hoa cổ tròn ngắn tay áo T - shirt kiểu mới,https://sg-test-11.slatic.net/p/6f1a2d9872f8013f0a9347430cbd880d.jpg,159999.0,315621.0,5.0,1.0,China,200190531797,NK FASHION STUDIO,65074,No Brand,13
77,2346241776,ASRV áo ba lỗ nam áo thun nam áo thun unisex In hình rồng Áo Thun Ngắn Tay Cổ Tròn nam áo thun ngắn tay dáng rộng áo thun ngắn tay thường ngày,https://my-live-02.slatic.net/p/b504fb8743dfa68002ccb1b2406f89f9.jpg,77000.0,171000.0,4.990950226244344,292.0,China,200164344839,ASRV,124063231,ASRV,234
78,2338966979,Áo thun nam cổ tròn dập vân nổi phối họa tiết thêu viền chất vải thun xốp thoáng mát mẫu mới nhất Hót Trend N77 FASHION.,https://vn-live-01.slatic.net/p/17b2e984ac93f71be93134266902a392.jpg,39000.0,59000.0,4.764705882352941,17.0,Hồ Chí Minh,200166978064,N77_Fashion,65074,No Brand,38
79,980158688,FREESHIP  ÁO THUN NAM CỔ TRÒN FROM ÔM BODY TRƠN GIÁ SĨ ACT002,https://vn-live-01.slatic.net/p/552b14742fedb4df505cc43d25c14ede.jpg,38060.0,76000.0,4.837092731829574,399.0,Hồ Chí Minh,100244849,GYM STOREs,65074,No Brand,1500
